SYMBOL,log2FoldChange,pvalue,padj
FSTL4,1.065560053,3.97E-14,1.07E-13
IRX1,1.560260259,4.11E-14,1.11E-13
TSKS,1.000074929,4.67E-14,1.26E-13
DNAH14,1.064446686,4.97E-14,1.34E-13
CD40LG,-1.001124865,5.81E-14,1.56E-13
NRXN2,1.065778145,6.40E-14,1.71E-13
OR5M11,1.03439349,8.24E-14,2.20E-13
ENPP6,-1.142638428,1.11E-13,2.94E-13
CCDC190,1.415081678,1.12E-13,2.96E-13
CLEC6A,1.088248943,1.37E-13,3.61E-13
COX8C,1.370451299,1.44E-13,3.78E-13
DCC,1.102051274,1.72E-13,4.51E-13
ACY3,-1.031133144,2.67E-13,6.98E-13
MRAP2,1.023992638,3.06E-13,7.97E-13
ALOX15,1.132104576,3.97E-13,1.03E-12
GATA4,-1.028055914,4.02E-13,1.04E-12
CRABP1,1.253576856,5.70E-13,1.47E-12
TAS2R43,1.011155733,6.90E-13,1.77E-12
STEAP4,-1.095881961,7.80E-13,2.00E-12
CLDN10,-1.400705341,7.84E-13,2.00E-12
ZMAT4,1.294182255,7.98E-13,2.04E-12
DNASE2B,1.161467132,7.99E-13,2.04E-12
BANK1,-1.002255577,8.51E-13,2.17E-12
MUC12,1.083839268,8.73E-13,2.23E-12
PLCH1,1.051493601,1.11E-12,2.82E-12
KRT37,1.158665638,1.19E-12,3.01E-12
KERA,1.007067783,1.21E-12,3.07E-12
ACOD1,1.008721676,1.27E-12,3.22E-12
FLRT3,1.045531099,1.36E-12,3.43E-12
FCAMR,-1.115773684,1.37E-12,3.46E-12
TUBB2B,1.139800607,1.40E-12,3.54E-12
CAPN6,-1.234643213,1.41E-12,3.56E-12
IFNE,1.20025992,2.00E-12,5.01E-12
C4orf19,-1.107845805,3.26E-12,8.12E-12
PCDH20,-1.021550986,3.41E-12,8.48E-12
LTF,-1.44631481,4.26E-12,1.05E-11
MYO3A,1.042529876,4.74E-12,1.17E-11
AMBP,-1.082702442,4.94E-12,1.22E-11
EIF1AY,-1.173773524,5.21E-12,1.28E-11
KRTAP5-7,1.033571248,1.26E-11,3.06E-11
HOXB8,1.007673941,1.38E-11,3.32E-11
VWDE,1.159958038,1.83E-11,4.39E-11
SERPINA9,1.25944409,2.10E-11,5.01E-11
DLGAP1,1.037841182,2.38E-11,5.68E-11
ZNF385B,-1.006674113,3.58E-11,8.48E-11
EREG,-1.009324377,4.54E-11,1.07E-10
CLEC2A,1.160793278,4.59E-11,1.08E-10
SCGB3A2,-1.093048202,5.66E-11,1.33E-10
MS4A1,-1.291637399,5.98E-11,1.40E-10
BARX1,1.459938636,8.14E-11,1.90E-10
GSTM1,1.206064606,1.82E-10,4.16E-10
LCE5A,-1.057849581,2.11E-10,4.82E-10
FCRLA,-1.095272747,2.15E-10,4.91E-10
SP5,-1.000560731,2.60E-10,5.91E-10
NEFL,1.04332371,2.67E-10,6.06E-10
IL17C,1.051976272,2.71E-10,6.14E-10
MAEL,1.111940435,2.83E-10,6.42E-10
CPLX3,-1.047702853,3.17E-10,7.17E-10
CIDEB,-1.326186999,1.04E-09,2.30E-09
NPFFR2,1.031778246,1.10E-09,2.44E-09
SRY,-1.258987241,2.06E-09,4.48E-09
DCANP1,-1.155226634,1.19E-08,2.50E-08
PTPRCAP,-1.08486491,9.53E-07,1.80E-06
S100A7,1.036161842,9.69E-07,1.83E-06
OLFM4,1.016685747,2.19E-06,4.05E-06
CDR1,-1.193083168,2.41E-06,4.43E-06
